,entorhinal-lh,frontalpole-lh,paracentral-lh,parsorbitalis-lh,pericalcarine-lh,rostralanteriorcingulate-rh,superiorparietal-rh,temporalpole-lh
entorhinal-lh,0.8375,0.0,0.0,0.0,0.0625,0.0,0.0,0.1
frontalpole-lh,0.0,0.6759259259259259,0.0,0.26851851851851855,0.0,0.037037037037037035,0.0,0.018518518518518517
paracentral-lh,0.0,0.0,0.6484375,0.0,0.1484375,0.0,0.203125,0.0
parsorbitalis-lh,0.0,0.2421875,0.0,0.5078125,0.0,0.2109375,0.0,0.0390625
pericalcarine-lh,0.05217391304347826,0.0,0.16521739130434782,0.0,0.7130434782608696,0.0,0.06956521739130435,0.0
rostralanteriorcingulate-rh,0.0,0.061224489795918366,0.0,0.2755102040816326,0.0,0.6632653061224489,0.0,0.0
superiorparietal-rh,0.0,0.0,0.3,0.0,0.09090909090909091,0.0,0.6090909090909091,0.0
temporalpole-lh,0.11764705882352941,0.0,0.0,0.049019607843137254,0.0,0.0,0.0,0.8333333333333334
