,caudalmiddlefrontal-lh,entorhinal-rh,frontalpole-lh,isthmuscingulate-rh,pericalcarine-lh,temporalpole-lh,temporalpole-rh,transversetemporal-rh
caudalmiddlefrontal-lh,0.5569620253164557,0.13291139240506328,0.0,0.17088607594936708,0.0,0.0,0.0,0.13924050632911392
entorhinal-rh,0.21296296296296297,0.3611111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.2037037037037037
frontalpole-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.1865671641791045,0.16417910447761194,0.0,0.5,0.05970149253731343,0.0,0.0,0.08955223880597014
pericalcarine-lh,0.0,0.0,0.0,0.140625,0.859375,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,0.7714285714285715,0.2,0.02857142857142857
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.125,0.8020833333333334,0.07291666666666667
transversetemporal-rh,0.14393939393939395,0.15151515151515152,0.0,0.07575757575757576,0.0,0.030303030303030304,0.08333333333333333,0.5151515151515151
