,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,rostralmiddlefrontal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh
caudalmiddlefrontal-lh,0.13333333333333333,0.14666666666666667,0.0,0.13333333333333333,0.14666666666666667,0.14666666666666667,0.14666666666666667,0.14666666666666667
inferiorparietal-rh,0.0970873786407767,0.17475728155339806,0.0,0.0970873786407767,0.13592233009708737,0.18446601941747573,0.1553398058252427,0.1553398058252427
parsopercularis-lh,0.14285714285714285,0.14285714285714285,0.0,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285,0.14285714285714285
parstriangularis-rh,0.13333333333333333,0.14666666666666667,0.0,0.13333333333333333,0.14666666666666667,0.14666666666666667,0.14666666666666667,0.14666666666666667
rostralmiddlefrontal-rh,0.10638297872340426,0.1595744680851064,0.0,0.10638297872340426,0.14893617021276595,0.1595744680851064,0.1595744680851064,0.1595744680851064
superiortemporal-lh,0.0970873786407767,0.17475728155339806,0.0,0.0970873786407767,0.13592233009708737,0.18446601941747573,0.1553398058252427,0.1553398058252427
superiortemporal-rh,0.1,0.17,0.0,0.1,0.14,0.17,0.16,0.16
supramarginal-lh,0.1,0.17,0.0,0.1,0.14,0.17,0.16,0.16
