,bankssts-lh,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,lingual-lh,parahippocampal-lh,parahippocampal-rh,temporalpole-rh
bankssts-lh,0.6285714285714286,0.008695652173913044,0.03354037267080745,0.0,0.1267080745341615,0.1701863354037267,0.0,0.03229813664596273
frontalpole-lh,0.008490566037735849,0.5688679245283019,0.13679245283018868,0.09622641509433963,0.07547169811320754,0.03773584905660377,0.011320754716981131,0.06509433962264151
frontalpole-rh,0.026460859977949284,0.1730981256890849,0.4994487320837927,0.03969128996692393,0.07056229327453142,0.04520396912899669,0.10474090407938258,0.040793825799338476
inferiortemporal-lh,0.0,0.12873862158647595,0.04161248374512354,0.5201560468140443,0.18205461638491546,0.0494148244473342,0.007802340702210663,0.07022106631989597
lingual-lh,0.08512628624883069,0.08419083255378859,0.06361085126286249,0.14593077642656688,0.35266604303086996,0.23199251637043966,0.005612722170252572,0.03086997193638915
parahippocampal-lh,0.10925771476230192,0.03753127606338615,0.0408673894912427,0.042535446205170975,0.22351959966638865,0.4737281067556297,0.05004170141784821,0.022518765638031693
parahippocampal-rh,0.0,0.016272189349112426,0.14053254437869822,0.008875739644970414,0.008875739644970414,0.08727810650887574,0.6568047337278107,0.08136094674556213
temporalpole-rh,0.03125,0.0775462962962963,0.04050925925925926,0.06018518518518518,0.03356481481481482,0.03819444444444445,0.052083333333333336,0.6666666666666666
