,bankssts-lh,caudalanteriorcingulate-lh,frontalpole-lh,frontalpole-rh,paracentral-lh,paracentral-rh,parahippocampal-rh,rostralanteriorcingulate-rh
bankssts-lh,0.9790356394129979,0.0,0.0,0.0,0.0,0.0,0.020964360587002098,0.0
caudalanteriorcingulate-lh,0.0,0.22574257425742575,0.11584158415841585,0.1495049504950495,0.1504950495049505,0.16732673267326734,0.062376237623762376,0.12871287128712872
frontalpole-lh,0.0,0.1022514071294559,0.3771106941838649,0.150093808630394,0.09287054409005628,0.10037523452157598,0.08724202626641651,0.0900562851782364
frontalpole-rh,0.0,0.14606741573033707,0.1675178753830439,0.21654749744637386,0.13585291113381,0.14402451481103168,0.07048008171603677,0.1195097037793667
paracentral-lh,0.0,0.16446700507614212,0.10862944162436548,0.1431472081218274,0.2050761421319797,0.17055837563451776,0.06395939086294417,0.14416243654822336
paracentral-rh,0.0,0.1710914454277286,0.11307767944936087,0.14650934119960668,0.16027531956735497,0.20058997050147492,0.06096361848574238,0.14749262536873156
parahippocampal-rh,0.008547008547008548,0.06517094017094018,0.09081196581196581,0.07051282051282051,0.06623931623931624,0.0641025641025641,0.5523504273504274,0.08226495726495726
rostralanteriorcingulate-rh,0.0,0.1411042944785276,0.10633946830265849,0.1278118609406953,0.15337423312883436,0.15950920245398773,0.0869120654396728,0.2249488752556237
