,bankssts-rh,frontalpole-lh,frontalpole-rh,insula-rh,parsorbitalis-lh,rostralanteriorcingulate-rh,superiorparietal-lh,transversetemporal-rh
bankssts-rh,0.5670454545454545,0.07954545454545454,0.0715909090909091,0.1715909090909091,0.0,0.0011363636363636363,0.10113636363636364,0.007954545454545454
frontalpole-lh,0.06922357343311505,0.5182413470533208,0.18709073900841908,0.06828811973807297,0.0617399438727783,0.03461178671655753,0.04396632366697849,0.01683816651075772
frontalpole-rh,0.06666666666666667,0.22121212121212122,0.4888888888888889,0.08484848484848485,0.05858585858585859,0.01818181818181818,0.051515151515151514,0.010101010101010102
insula-rh,0.1502016129032258,0.07762096774193548,0.0846774193548387,0.49294354838709675,0.03528225806451613,0.059475806451612906,0.09979838709677419,0.0
parsorbitalis-lh,0.0,0.1414141414141414,0.11717171717171718,0.08686868686868687,0.6181818181818182,0.03636363636363636,0.0,0.0
rostralanteriorcingulate-rh,0.006493506493506494,0.060064935064935064,0.03571428571428571,0.10227272727272728,0.032467532467532464,0.672077922077922,0.06655844155844155,0.024350649350649352
superiorparietal-lh,0.09229098805646037,0.053203040173724216,0.05754614549402823,0.09446254071661238,0.0,0.04017372421281216,0.5852334419109664,0.07709011943539631
transversetemporal-rh,0.02355072463768116,0.036231884057971016,0.018115942028985508,0.0,0.0,0.02717391304347826,0.1322463768115942,0.7626811594202898
