,caudalmiddlefrontal-lh,parsopercularis-lh,parstriangularis-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.24675324675324675,0.11688311688311688,0.22077922077922077,0.12987012987012986,0.0,0.012987012987012988,0.12987012987012986,0.14285714285714285
parsopercularis-lh,0.17777777777777778,0.37777777777777777,0.24444444444444444,0.06666666666666667,0.0,0.06666666666666667,0.022222222222222223,0.044444444444444446
parstriangularis-rh,0.07853403141361257,0.04712041884816754,0.36649214659685864,0.1099476439790576,0.02617801047120419,0.010471204188481676,0.193717277486911,0.16753926701570682
superiorparietal-lh,0.0371900826446281,0.01652892561983471,0.07851239669421488,0.2727272727272727,0.19834710743801653,0.10743801652892562,0.09090909090909091,0.19834710743801653
superiorparietal-rh,0.0,0.005434782608695652,0.021739130434782608,0.2608695652173913,0.3423913043478261,0.16304347826086957,0.03260869565217391,0.17391304347826086
superiortemporal-lh,0.016,0.04,0.024,0.216,0.232,0.312,0.032,0.128
superiortemporal-rh,0.05521472392638037,0.012269938650306749,0.22699386503067484,0.13496932515337423,0.018404907975460124,0.024539877300613498,0.34355828220858897,0.18404907975460122
supramarginal-rh,0.047619047619047616,0.017316017316017316,0.1341991341991342,0.20346320346320346,0.13852813852813853,0.06926406926406926,0.1341991341991342,0.2554112554112554
