,frontalpole-lh,insula-rh,lateraloccipital-lh,medialorbitofrontal-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
frontalpole-lh,0.7553191489361702,0.24468085106382978,0.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.2358490566037736,0.7641509433962265,0.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.0,0.0,0.8169014084507042,0.04225352112676056,0.0,0.014084507042253521,0.1267605633802817,0.0
medialorbitofrontal-lh,0.0,0.0,0.056818181818181816,0.45454545454545453,0.0,0.4431818181818182,0.0,0.045454545454545456
parsorbitalis-rh,0.0,0.0,0.0,0.0,0.47619047619047616,0.2619047619047619,0.0,0.2619047619047619
rostralanteriorcingulate-lh,0.0,0.0,0.016853932584269662,0.2303370786516854,0.11235955056179775,0.4943820224719101,0.0,0.14606741573033707
rostralanteriorcingulate-rh,0.0,0.0,0.10144927536231885,0.0,0.0,0.0,0.8985507246376812,0.0
temporalpole-lh,0.0,0.0,0.0,0.04878048780487805,0.17073170731707318,0.22764227642276422,0.0,0.5528455284552846
