,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,supramarginal-rh
caudalmiddlefrontal-lh,0.15425531914893617,0.0,0.15425531914893617,0.15425531914893617,0.13031914893617022,0.09840425531914894,0.15425531914893617,0.15425531914893617
caudalmiddlefrontal-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
inferiorparietal-rh,0.14182692307692307,0.0,0.16346153846153846,0.16346153846153846,0.11778846153846154,0.0889423076923077,0.16105769230769232,0.16346153846153846
parsopercularis-lh,0.14182692307692307,0.0,0.16346153846153846,0.16346153846153846,0.11778846153846154,0.0889423076923077,0.16105769230769232,0.16346153846153846
rostralmiddlefrontal-lh,0.1476923076923077,0.0,0.1476923076923077,0.1476923076923077,0.1476923076923077,0.11384615384615385,0.1476923076923077,0.1476923076923077
rostralmiddlefrontal-rh,0.13584905660377358,0.0,0.13584905660377358,0.13584905660377358,0.13584905660377358,0.18490566037735848,0.13584905660377358,0.13584905660377358
superiorparietal-rh,0.14425427872860636,0.0,0.16136919315403422,0.16136919315403422,0.1198044009779951,0.09046454767726161,0.16136919315403422,0.16136919315403422
supramarginal-rh,0.14182692307692307,0.0,0.16346153846153846,0.16346153846153846,0.11778846153846154,0.0889423076923077,0.16105769230769232,0.16346153846153846
