,bankssts-lh,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,parahippocampal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.4090909090909091,0.17424242424242425,0.09848484848484848,0.0,0.0,0.18181818181818182,0.13636363636363635
frontalpole-rh,0.0,0.25510204081632654,0.4897959183673469,0.0,0.0,0.0,0.061224489795918366,0.19387755102040816
inferiortemporal-lh,0.0,0.11578947368421053,0.0,0.5473684210526316,0.24210526315789474,0.0,0.09473684210526316,0.0
parahippocampal-lh,0.0,0.0,0.0,0.2602739726027397,0.7397260273972602,0.0,0.0,0.0
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.3287671232876712,0.0547945205479452,0.1506849315068493,0.0,0.0,0.3150684931506849,0.1506849315068493
rostralanteriorcingulate-rh,0.0,0.1724137931034483,0.16379310344827586,0.0,0.0,0.0,0.11206896551724138,0.5517241379310345
