,bankssts-rh,cuneus-rh,frontalpole-lh,lateraloccipital-rh,pericalcarine-lh,pericalcarine-rh,rostralanteriorcingulate-rh,temporalpole-rh
bankssts-rh,0.6030927835051546,0.0,0.0,0.25773195876288657,0.04639175257731959,0.0,0.09278350515463918,0.0
cuneus-rh,0.0,0.9163346613545816,0.0,0.0,0.0,0.0,0.08366533864541832,0.0
frontalpole-lh,0.0,0.0,0.5,0.0,0.0,0.5,0.0,0.0
lateraloccipital-rh,0.11818181818181818,0.0,0.0,0.5068181818181818,0.3,0.0,0.075,0.0
pericalcarine-lh,0.03353658536585366,0.0,0.0,0.39939024390243905,0.4725609756097561,0.0,0.09451219512195122,0.0
pericalcarine-rh,0.0,0.0,0.03125,0.0,0.0,0.96875,0.0,0.0
rostralanteriorcingulate-rh,0.07168458781362007,0.08243727598566308,0.0,0.1111111111111111,0.1003584229390681,0.0,0.6344086021505376,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
