,FC1,TP9,Oz,T8,F8,Fp2,AF7,C1
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.5384615384615384,0.46153846153846156,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.5106382978723404,0.48936170212765956,0.0
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
