,FC1,TP9,Oz,T8,F8,Fp2,AF7,C1
FC1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.3333333333333333,0.32575757575757575,0.0,0.0,0.0,0.0,0.3409090909090909
Oz,0.0,0.33587786259541985,0.3282442748091603,0.0,0.0,0.0,0.0,0.33587786259541985
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,0.0,0.3103448275862069,0.30344827586206896,0.0,0.0,0.0,0.0,0.38620689655172413
