,FC1,TP9,Oz,T8,F8,Fp2,AF7,C1
FC1,0.4036144578313253,0.0,0.30120481927710846,0.0,0.006024096385542169,0.0,0.2891566265060241,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.34459459459459457,0.0,0.3310810810810811,0.0,0.006756756756756757,0.0,0.31756756756756754,0.0
T8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.2857142857142857,0.0,0.2857142857142857,0.0,0.14285714285714285,0.0,0.2857142857142857,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.3356164383561644,0.0,0.3356164383561644,0.0,0.00684931506849315,0.0,0.3219178082191781,0.0
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
