,FC1,TP9,Oz,T8,F8,Fp2,AF7,C1
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.40441176470588236,0.18382352941176472,0.4117647058823529,0.0,0.0,0.0,0.0
Oz,0.0,0.33783783783783783,0.32432432432432434,0.33783783783783783,0.0,0.0,0.0,0.0
T8,0.0,0.38620689655172413,0.1724137931034483,0.4413793103448276,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
