,entorhinal-rh,insula-rh,lateralorbitofrontal-lh,lateralorbitofrontal-rh,middletemporal-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.22099447513812154,0.09392265193370165,0.12154696132596685,0.04143646408839779,0.0856353591160221,0.1298342541436464,0.1270718232044199,0.17955801104972377
insula-rh,0.09405940594059406,0.22772277227722773,0.12623762376237624,0.10643564356435643,0.13861386138613863,0.12376237623762376,0.08168316831683169,0.10148514851485149
lateralorbitofrontal-lh,0.12935323383084577,0.12189054726368159,0.21890547263681592,0.09950248756218906,0.13681592039800994,0.10696517412935323,0.08955223880597014,0.09701492537313433
lateralorbitofrontal-rh,0.06229508196721312,0.15737704918032788,0.15737704918032788,0.26885245901639343,0.18688524590163935,0.06885245901639345,0.07213114754098361,0.02622950819672131
middletemporal-rh,0.1,0.16216216216216217,0.15405405405405406,0.13783783783783785,0.21351351351351353,0.08648648648648649,0.06756756756756757,0.07837837837837838
rostralanteriorcingulate-lh,0.1390532544378698,0.1301775147928994,0.10946745562130178,0.05029585798816568,0.08284023668639054,0.20118343195266272,0.1390532544378698,0.14792899408284024
temporalpole-rh,0.13725490196078433,0.09477124183006536,0.1111111111111111,0.06535947712418301,0.06862745098039216,0.1437908496732026,0.23202614379084968,0.14705882352941177
transversetemporal-rh,0.18404907975460122,0.11042944785276074,0.0950920245398773,0.012269938650306749,0.06441717791411043,0.147239263803681,0.12576687116564417,0.2607361963190184
