,entorhinal-rh,frontalpole-lh,frontalpole-rh,fusiform-rh,middletemporal-rh,parstriangularis-lh,pericalcarine-lh,temporalpole-rh
entorhinal-rh,0.49044585987261147,0.0,0.0,0.2229299363057325,0.2356687898089172,0.0,0.0,0.050955414012738856
frontalpole-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.20833333333333334,0.0,0.0,0.43452380952380953,0.32142857142857145,0.0,0.0,0.03571428571428571
middletemporal-rh,0.24043715846994534,0.0,0.0,0.30601092896174864,0.453551912568306,0.0,0.0,0.0
parstriangularis-lh,0.0,0.0,0.0,0.0,0.0,0.625,0.25,0.125
pericalcarine-lh,0.0,0.0,0.0,0.0,0.0,0.1875,0.8125,0.0
temporalpole-rh,0.03529411764705882,0.0,0.0,0.023529411764705882,0.0,0.11764705882352941,0.0,0.8235294117647058
