,frontalpole-rh,fusiform-rh,insula-lh,isthmuscingulate-rh,lateralorbitofrontal-lh,parahippocampal-rh,rostralanteriorcingulate-lh,rostralmiddlefrontal-lh
frontalpole-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.696969696969697,0.07575757575757576,0.0,0.07575757575757576,0.0,0.07575757575757576,0.07575757575757576
insula-lh,0.0,0.005820721769499418,0.3189755529685681,0.0,0.23632130384167638,0.0,0.12689173457508732,0.3119906868451688
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateralorbitofrontal-lh,0.0,0.006954102920723227,0.2809457579972184,0.0,0.2795549374130737,0.0,0.15159944367176634,0.2809457579972184
parahippocampal-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.011441647597254004,0.2471395881006865,0.0,0.2471395881006865,0.0,0.2471395881006865,0.2471395881006865
rostralmiddlefrontal-lh,0.0,0.0057670126874279125,0.3079584775086505,0.0,0.23414071510957324,0.0,0.12572087658592848,0.3264129181084198
