,P3,O2,Fp2,AF7,CP3,P1,P5,PO3
P3,0.46153846153846156,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0392156862745098,0.0,0.9607843137254902,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CP3,0.0,0.0,0.0,0.0,0.25,0.2459016393442623,0.25,0.2540983606557377
P1,0.0,0.0,0.0,0.0,0.2510460251046025,0.24686192468619247,0.2510460251046025,0.2510460251046025
P5,0.0,0.0,0.0,0.0,0.25101214574898784,0.242914979757085,0.25101214574898784,0.2550607287449393
PO3,0.0,0.0,0.0,0.0,0.25101214574898784,0.242914979757085,0.25101214574898784,0.2550607287449393
