,P3,Oz,O2,P1,P5,PO3,PO4,PO8
P3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oz,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
O2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.3466666666666667,0.32,0.3333333333333333,0.0,0.0
P5,0.0,0.0,0.0,0.3380281690140845,0.323943661971831,0.3380281690140845,0.0,0.0
PO3,0.0,0.0,0.0,0.3466666666666667,0.32,0.3333333333333333,0.0,0.0
PO4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
