,inferiorparietal-rh,parsopercularis-lh,parstriangularis-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh
inferiorparietal-rh,0.29770992366412213,0.0,0.0,0.0,0.0,0.22900763358778625,0.183206106870229,0.2900763358778626
parsopercularis-lh,0.0,0.358974358974359,0.16923076923076924,0.0,0.24102564102564103,0.23076923076923078,0.0,0.0
parstriangularis-rh,0.0,0.34375,0.4895833333333333,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0
postcentral-rh,0.25,0.0,0.0,0.0,0.0,0.25,0.25,0.25
rostralmiddlefrontal-lh,0.0,0.2987012987012987,0.05194805194805195,0.0,0.35064935064935066,0.2987012987012987,0.0,0.0
rostralmiddlefrontal-rh,0.11328125,0.16796875,0.03125,0.0,0.171875,0.30078125,0.09375,0.12109375
superiorparietal-rh,0.25510204081632654,0.0,0.0,0.0,0.0,0.25510204081632654,0.23469387755102042,0.25510204081632654
superiortemporal-lh,0.2608695652173913,0.0,0.0,0.0,0.0,0.21739130434782608,0.17391304347826086,0.34782608695652173
