,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,lateraloccipital-rh,precuneus-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,superiorparietal-rh
frontalpole-lh,0.21212121212121213,0.2222222222222222,0.12121212121212122,0.0,0.0,0.2222222222222222,0.2222222222222222,0.0
frontalpole-rh,0.08333333333333333,0.20833333333333334,0.12878787878787878,0.08333333333333333,0.06439393939393939,0.21212121212121213,0.17803030303030304,0.041666666666666664
isthmuscingulate-rh,0.05128205128205128,0.13186813186813187,0.1684981684981685,0.12454212454212454,0.10622710622710622,0.16117216117216118,0.17216117216117216,0.08424908424908426
lateraloccipital-rh,0.009345794392523364,0.11214953271028037,0.16355140186915887,0.1588785046728972,0.13551401869158877,0.14953271028037382,0.16355140186915887,0.10747663551401869
precuneus-rh,0.0,0.10106382978723404,0.1595744680851064,0.1595744680851064,0.15425531914893617,0.14361702127659576,0.1595744680851064,0.12234042553191489
rostralanteriorcingulate-lh,0.06853582554517133,0.17445482866043613,0.1308411214953271,0.09345794392523364,0.0778816199376947,0.22429906542056074,0.17133956386292834,0.059190031152647975
rostralanteriorcingulate-rh,0.06896551724137931,0.1536050156739812,0.14420062695924765,0.10658307210031348,0.09090909090909091,0.1786833855799373,0.18495297805642633,0.07210031347962383
superiorparietal-rh,0.0,0.08496732026143791,0.1568627450980392,0.1568627450980392,0.1568627450980392,0.13725490196078433,0.1568627450980392,0.1503267973856209
