,Fp1,F7,FT10,F8,Fp2,F6,AF8,AF4
Fp1,0.5086206896551724,0.0,0.0,0.0,0.49137931034482757,0.0,0.0,0.0
F7,0.0,0.9108910891089109,0.0891089108910891,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.01650943396226415,0.9834905660377359,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.4013605442176871,0.0,0.0,0.0,0.5986394557823129,0.0,0.0,0.0
F6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
