,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,parahippocampal-lh,parahippocampal-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh
fusiform-lh,0.49206349206349204,0.0,0.09523809523809523,0.12698412698412698,0.2857142857142857,0.0,0.0,0.0
inferiortemporal-lh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0380952380952381,0.0,0.49523809523809526,0.0,0.14285714285714285,0.3238095238095238,0.0,0.0
parahippocampal-lh,0.3333333333333333,0.0,0.0,0.4666666666666667,0.2,0.0,0.0,0.0
parahippocampal-rh,0.11764705882352941,0.0,0.125,0.029411764705882353,0.7279411764705882,0.0,0.0,0.0
pericalcarine-rh,0.0,0.0,0.30612244897959184,0.0,0.0,0.6938775510204082,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.96875,0.03125
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.05660377358490566,0.9433962264150944
