,Fp1,F7,TP9,FT10,F8,AF7,P2,AF8
Fp1,0.4,0.0,0.0,0.0,0.225,0.0,0.0,0.375
F7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.3448275862068966,0.0,0.0,0.0,0.3103448275862069,0.0,0.0,0.3448275862068966
AF7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF8,0.32653061224489793,0.0,0.0,0.0,0.1836734693877551,0.0,0.0,0.4897959183673469
