,Fp1,F7,CP5,P8,TP10,FC6,AF7,PO8
Fp1,0.46153846153846156,0.0,0.5384615384615384,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.5882352941176471,0.0,0.0,0.0,0.0,0.4117647058823529,0.0
CP5,0.25,0.0,0.75,0.0,0.0,0.0,0.0,0.0
P8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.5333333333333333,0.0,0.0,0.0,0.0,0.4666666666666667,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
