,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,parstriangularis-rh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.1902654867256637,0.168141592920354,0.048672566371681415,0.10176991150442478,0.08849557522123894,0.13274336283185842,0.11504424778761062,0.15486725663716813
caudalmiddlefrontal-rh,0.14741035856573706,0.1952191235059761,0.05976095617529881,0.10756972111553785,0.10756972111553785,0.1394422310756972,0.099601593625498,0.14342629482071714
parstriangularis-rh,0.08571428571428572,0.12380952380952381,0.2761904761904762,0.2,0.0380952380952381,0.0380952380952381,0.13333333333333333,0.10476190476190476
rostralmiddlefrontal-rh,0.12849162011173185,0.15083798882681565,0.12849162011173185,0.18435754189944134,0.027932960893854747,0.09497206703910614,0.1452513966480447,0.13966480446927373
superiorfrontal-rh,0.11188811188811189,0.17482517482517482,0.03496503496503497,0.03496503496503497,0.3356643356643357,0.18181818181818182,0.013986013986013986,0.11188811188811189
superiorparietal-rh,0.15609756097560976,0.17073170731707318,0.02926829268292683,0.08780487804878048,0.13170731707317074,0.1951219512195122,0.08780487804878048,0.14146341463414633
superiortemporal-lh,0.16149068322981366,0.15527950310559005,0.09316770186335403,0.14285714285714285,0.006211180124223602,0.09937888198757763,0.19254658385093168,0.14906832298136646
superiortemporal-rh,0.1493212669683258,0.16289592760180996,0.058823529411764705,0.11312217194570136,0.08597285067873303,0.12669683257918551,0.11312217194570136,0.19004524886877827
