,caudalmiddlefrontal-lh,caudalmiddlefrontal-rh,postcentral-rh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-lh,0.16477272727272727,0.16477272727272727,0.1590909090909091,0.1590909090909091,0.14772727272727273,0.11931818181818182,0.05113636363636364,0.03409090909090909
caudalmiddlefrontal-rh,0.1518324607329843,0.19895287958115182,0.14136125654450263,0.14136125654450263,0.13612565445026178,0.12041884816753927,0.04712041884816754,0.06282722513089005
postcentral-rh,0.13861386138613863,0.13366336633663367,0.18811881188118812,0.14356435643564355,0.14356435643564355,0.10891089108910891,0.0891089108910891,0.054455445544554455
rostralmiddlefrontal-lh,0.15819209039548024,0.15254237288135594,0.15819209039548024,0.1864406779661017,0.14689265536723164,0.11299435028248588,0.05084745762711865,0.03389830508474576
rostralmiddlefrontal-rh,0.1414141414141414,0.1414141414141414,0.15151515151515152,0.13131313131313133,0.17676767676767677,0.10606060606060606,0.06565656565656566,0.08585858585858586
superiorparietal-rh,0.13333333333333333,0.15757575757575756,0.12727272727272726,0.12121212121212122,0.12727272727272726,0.19393939393939394,0.05454545454545454,0.08484848484848485
superiortemporal-lh,0.08943089430894309,0.08943089430894309,0.16260162601626016,0.08943089430894309,0.11382113821138211,0.08943089430894309,0.2764227642276423,0.08943089430894309
superiortemporal-rh,0.05982905982905983,0.11965811965811966,0.1111111111111111,0.05982905982905983,0.13675213675213677,0.1282051282051282,0.09401709401709402,0.2905982905982906
