,frontalpole-lh,frontalpole-rh,inferiortemporal-rh,parahippocampal-rh,parsorbitalis-lh,rostralanteriorcingulate-rh,rostralmiddlefrontal-lh,temporalpole-lh
frontalpole-lh,0.7857142857142857,0.0,0.0,0.0,0.0,0.05952380952380952,0.15476190476190477,0.0
frontalpole-rh,0.0,0.5754716981132075,0.0,0.0,0.19811320754716982,0.0,0.22641509433962265,0.0
inferiortemporal-rh,0.0,0.0,0.6017699115044248,0.24778761061946902,0.0,0.0,0.0,0.1504424778761062
parahippocampal-rh,0.0,0.0,0.20689655172413793,0.7155172413793104,0.0,0.0,0.0,0.07758620689655173
parsorbitalis-lh,0.0,0.23,0.0,0.0,0.56,0.0,0.21,0.0
rostralanteriorcingulate-rh,0.045454545454545456,0.0,0.0,0.0,0.0,0.8484848484848485,0.0,0.10606060606060606
rostralmiddlefrontal-lh,0.1349206349206349,0.19047619047619047,0.0,0.0,0.1349206349206349,0.0,0.5396825396825397,0.0
temporalpole-lh,0.0,0.0,0.18085106382978725,0.11702127659574468,0.0,0.07446808510638298,0.0,0.6276595744680851
