,entorhinal-lh,entorhinal-rh,frontalpole-rh,fusiform-lh,parahippocampal-lh,parsorbitalis-lh,parsorbitalis-rh,temporalpole-rh
entorhinal-lh,0.7,0.0,0.0,0.0,0.25,0.05,0.0,0.0
entorhinal-rh,0.0,0.8026315789473685,0.0,0.0,0.0,0.0,0.19736842105263158,0.0
frontalpole-rh,0.0,0.0,0.8478260869565217,0.13043478260869565,0.021739130434782608,0.0,0.0,0.0
fusiform-lh,0.012195121951219513,0.0,0.06097560975609756,0.5670731707317073,0.34146341463414637,0.018292682926829267,0.0,0.0
parahippocampal-lh,0.12121212121212122,0.0,0.0,0.24242424242424243,0.4797979797979798,0.15656565656565657,0.0,0.0
parsorbitalis-lh,0.037383177570093455,0.0,0.0,0.009345794392523364,0.2523364485981308,0.5794392523364486,0.0,0.12149532710280374
parsorbitalis-rh,0.0,0.18309859154929578,0.0,0.0,0.0,0.0,0.8169014084507042,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.09782608695652174,0.0,0.9021739130434783
