,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,medialorbitofrontal-lh,parahippocampal-rh,pericalcarine-lh,pericalcarine-rh,temporalpole-lh
frontalpole-lh,0.5701021355617456,0.05478180129990715,0.034354688950789226,0.16434540389972144,0.035283194057567316,0.04178272980501393,0.0436397400185701,0.055710306406685235
frontalpole-rh,0.059602649006622516,0.6344370860927152,0.011920529801324504,0.17748344370860927,0.03576158940397351,0.03708609271523179,0.04370860927152318,0.0
isthmuscingulate-rh,0.026555386949924126,0.00834597875569044,0.40440060698027314,0.007587253414264037,0.1471927162367223,0.20333839150227617,0.18133535660091046,0.021244309559939303
medialorbitofrontal-lh,0.17823834196891192,0.14196891191709846,0.008290155440414507,0.5481865284974093,0.0766839378238342,0.004145077720207254,0.0062176165803108805,0.03626943005181347
parahippocampal-rh,0.03582718651211802,0.026343519494204427,0.18756585879873552,0.08008429926238145,0.5131717597471022,0.04741833508956796,0.06111696522655427,0.04847207586933614
pericalcarine-lh,0.04483074107959744,0.0292772186642269,0.22964318389752975,0.006404391582799634,0.04666056724611162,0.41079597438243365,0.21774931381518756,0.01463860933211345
pericalcarine-rh,0.04477611940298507,0.030728709394205442,0.208955223880597,0.00877963125548727,0.05706760316066725,0.22651448639157157,0.36611062335381916,0.05706760316066725
temporalpole-lh,0.07518796992481203,0.0,0.03759398496240601,0.042606516290726815,0.06015037593984962,0.020050125313283207,0.07894736842105263,0.6854636591478697
