,frontalpole-lh,frontalpole-rh,fusiform-lh,lingual-lh,medialorbitofrontal-lh,parahippocampal-lh,rostralanteriorcingulate-lh,temporalpole-rh
frontalpole-lh,0.5185873605947955,0.1533457249070632,0.0037174721189591076,0.008364312267657992,0.22304832713754646,0.024163568773234202,0.0604089219330855,0.008364312267657992
frontalpole-rh,0.18618266978922718,0.48243559718969553,0.0,0.0,0.19320843091334894,0.01990632318501171,0.10889929742388758,0.00936768149882904
fusiform-lh,0.0057306590257879654,0.0,0.39350525310410694,0.3142311365807068,0.018147086914995225,0.21967526265520534,0.0057306590257879654,0.04297994269340974
lingual-lh,0.008687258687258687,0.0,0.32432432432432434,0.39575289575289574,0.011583011583011582,0.23166023166023167,0.0,0.027992277992277992
medialorbitofrontal-lh,0.18459069020866772,0.13643659711075443,0.015248796147672551,0.008025682182985553,0.4373996789727127,0.0032102728731942215,0.18780096308186195,0.027287319422150885
parahippocampal-lh,0.027105517909002903,0.012584704743465635,0.2420135527589545,0.25556631171345595,0.005808325266214908,0.3910939012584705,0.007744433688286544,0.05808325266214908
rostralanteriorcingulate-lh,0.07150480256136606,0.10672358591248667,0.0064034151547491995,0.0,0.2529348986125934,0.008537886872998933,0.4887940234791889,0.06510138740661686
temporalpole-rh,0.015130674002751032,0.009628610729023384,0.061898211829436035,0.039889958734525444,0.03576341127922971,0.08528198074277854,0.07290233837689133,0.6795048143053645
