,caudalanteriorcingulate-lh,frontalpole-lh,lateralorbitofrontal-lh,medialorbitofrontal-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh
caudalanteriorcingulate-lh,0.3669064748201439,0.007194244604316547,0.2014388489208633,0.10071942446043165,0.0,0.18705035971223022,0.1366906474820144,0.0
frontalpole-lh,0.0,0.6385542168674698,0.0,0.03614457831325301,0.04819277108433735,0.0,0.0,0.27710843373493976
lateralorbitofrontal-lh,0.20496894409937888,0.0,0.2795031055900621,0.18012422360248448,0.0,0.21739130434782608,0.11801242236024845,0.0
medialorbitofrontal-lh,0.13953488372093023,0.023255813953488372,0.20930232558139536,0.4108527131782946,0.0,0.14728682170542637,0.06976744186046512,0.0
parsorbitalis-rh,0.0,0.031746031746031744,0.0,0.031746031746031744,0.9365079365079365,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.21830985915492956,0.0,0.2535211267605634,0.14084507042253522,0.0,0.24647887323943662,0.14084507042253522,0.0
rostralanteriorcingulate-rh,0.16806722689075632,0.0,0.15966386554621848,0.09243697478991597,0.0,0.16806722689075632,0.3949579831932773,0.01680672268907563
temporalpole-lh,0.0,0.2391304347826087,0.010869565217391304,0.0,0.0,0.0,0.021739130434782608,0.7282608695652174
