,frontalpole-lh,frontalpole-rh,lateraloccipital-rh,medialorbitofrontal-lh,parsopercularis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.36363636363636365,0.03636363636363636,0.0,0.03636363636363636,0.18181818181818182,0.16363636363636364,0.0,0.21818181818181817
frontalpole-rh,0.13793103448275862,0.3448275862068966,0.06896551724137931,0.0,0.20689655172413793,0.034482758620689655,0.06896551724137931,0.13793103448275862
lateraloccipital-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.4,0.0,0.0,0.2,0.4,0.0,0.0,0.0
parsopercularis-rh,0.2807017543859649,0.12280701754385964,0.0,0.03508771929824561,0.42105263157894735,0.05263157894736842,0.05263157894736842,0.03508771929824561
rostralanteriorcingulate-lh,0.10204081632653061,0.0,0.0,0.0,0.0,0.5102040816326531,0.0,0.3877551020408163
rostralanteriorcingulate-rh,0.0,0.375,0.0,0.0,0.375,0.0,0.25,0.0
temporalpole-rh,0.1016949152542373,0.0847457627118644,0.03389830508474576,0.0,0.0,0.2711864406779661,0.0,0.5084745762711864
