,bankssts-rh,frontalpole-lh,parsorbitalis-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-lh,temporalpole-rh,transversetemporal-lh
bankssts-rh,0.8305084745762712,0.0,0.0,0.0,0.0,0.0,0.0,0.1694915254237288
frontalpole-lh,0.0,0.6811594202898551,0.0,0.3188405797101449,0.0,0.0,0.0,0.0
parsorbitalis-rh,0.0,0.0,0.9104477611940298,0.05970149253731343,0.029850746268656716,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.25252525252525254,0.0707070707070707,0.5555555555555556,0.12121212121212122,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.05263157894736842,0.21052631578947367,0.7368421052631579,0.0,0.0,0.0
temporalpole-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-lh,0.2631578947368421,0.0,0.0,0.0,0.0,0.0,0.0,0.7368421052631579
