,caudalmiddlefrontal-rh,parstriangularis-rh,postcentral-lh,precentral-lh,rostralmiddlefrontal-rh,superiorparietal-lh,superiorparietal-rh,superiortemporal-lh
caudalmiddlefrontal-rh,0.3333333333333333,0.17708333333333334,0.010416666666666666,0.0,0.3125,0.16666666666666666,0.0,0.0
parstriangularis-rh,0.1724137931034483,0.3103448275862069,0.0,0.12931034482758622,0.19827586206896552,0.12931034482758622,0.0603448275862069,0.0
postcentral-lh,0.07142857142857142,0.0,0.32142857142857145,0.0,0.0,0.03571428571428571,0.32142857142857145,0.25
precentral-lh,0.0,0.32608695652173914,0.0,0.391304347826087,0.0,0.0,0.21739130434782608,0.06521739130434782
rostralmiddlefrontal-rh,0.31,0.2,0.0,0.0,0.34,0.15,0.0,0.0
superiorparietal-lh,0.2698412698412698,0.20634920634920634,0.015873015873015872,0.0,0.23809523809523808,0.23809523809523808,0.015873015873015872,0.015873015873015872
superiorparietal-rh,0.0,0.1323529411764706,0.11764705882352941,0.1323529411764706,0.0,0.0,0.39705882352941174,0.22058823529411764
superiortemporal-lh,0.0,0.0,0.11627906976744186,0.023255813953488372,0.0,0.0,0.32558139534883723,0.5348837209302325
