,caudalmiddlefrontal-rh,inferiorparietal-rh,parstriangularis-rh,precentral-rh,rostralmiddlefrontal-rh,superiorparietal-rh,superiortemporal-lh,superiortemporal-rh
caudalmiddlefrontal-rh,0.4,0.0782608695652174,0.13043478260869565,0.008695652173913044,0.3826086956521739,0.0,0.0,0.0
inferiorparietal-rh,0.13636363636363635,0.42424242424242425,0.30303030303030304,0.0,0.13636363636363635,0.0,0.0,0.0
parstriangularis-rh,0.21052631578947367,0.23684210526315788,0.34210526315789475,0.0,0.21052631578947367,0.0,0.0,0.0
precentral-rh,0.03571428571428571,0.0,0.0,0.35714285714285715,0.017857142857142856,0.21428571428571427,0.26785714285714285,0.10714285714285714
rostralmiddlefrontal-rh,0.3898305084745763,0.07627118644067797,0.13559322033898305,0.00847457627118644,0.3898305084745763,0.0,0.0,0.0
superiorparietal-rh,0.0,0.0,0.0,0.25925925925925924,0.0,0.3148148148148148,0.3148148148148148,0.1111111111111111
superiortemporal-lh,0.0,0.0,0.0,0.2857142857142857,0.0,0.26785714285714285,0.3392857142857143,0.10714285714285714
superiortemporal-rh,0.0,0.0,0.0,0.24,0.0,0.24,0.24,0.28
