,Fp1,P3,P7,O1,F5,P5,PO3,PO8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P3,0.0,0.30493273542600896,0.0,0.2556053811659193,0.31390134529147984,0.0,0.0,0.12556053811659193
P7,0.0,0.0,0.32710280373831774,0.0,0.0,0.3364485981308411,0.3364485981308411,0.0
O1,0.0,0.29,0.0,0.28,0.29,0.0,0.0,0.14
F5,0.0,0.3004484304932735,0.0,0.25112107623318386,0.3273542600896861,0.0,0.0,0.1210762331838565
P5,0.0,0.0,0.3181818181818182,0.0,0.0,0.33636363636363636,0.34545454545454546,0.0
PO3,0.0,0.0,0.3148148148148148,0.0,0.0,0.3333333333333333,0.35185185185185186,0.0
PO8,0.0,0.25217391304347825,0.0,0.25217391304347825,0.25217391304347825,0.0,0.0,0.24347826086956523
