,P3,Oz,TP10,Fp2,F5,PO3,POz,PO8
P3,0.3125,0.1875,0.0,0.0,0.25,0.0,0.0,0.25
Oz,0.042105263157894736,0.37894736842105264,0.16842105263157894,0.0,0.021052631578947368,0.0,0.0,0.3894736842105263
TP10,0.0,0.3269230769230769,0.33653846153846156,0.0,0.0,0.0,0.0,0.33653846153846156
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F5,0.125,0.041666666666666664,0.0,0.0,0.6458333333333334,0.041666666666666664,0.0625,0.08333333333333333
PO3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
POz,0.0,0.0,0.0,0.0,0.6,0.0,0.4,0.0
PO8,0.04201680672268908,0.31092436974789917,0.13865546218487396,0.0,0.025210084033613446,0.0,0.0,0.4831932773109244
