,Fp1,F7,P3,Cz,F5,PO3,POz,PO8
Fp1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F7,0.0,0.275,0.0,0.125,0.3,0.0,0.3,0.0
P3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cz,0.0,0.0875,0.0,0.3,0.3125,0.0,0.3,0.0
F5,0.0,0.11009174311926606,0.0,0.22018348623853212,0.3394495412844037,0.0,0.3302752293577982,0.0
PO3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
POz,0.0,0.11538461538461539,0.0,0.21153846153846154,0.33653846153846156,0.0,0.33653846153846156,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
