,Fp1,P7,CP6,FT10,FC6,Fp2,PO8,C6
Fp1,0.35294117647058826,0.3411764705882353,0.0,0.0,0.0,0.3058823529411765,0.0,0.0
P7,0.23684210526315788,0.5526315789473685,0.0,0.0,0.0,0.21052631578947367,0.0,0.0
CP6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FC6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Fp2,0.33766233766233766,0.33766233766233766,0.0,0.0,0.0,0.3246753246753247,0.0,0.0
PO8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
