,caudalmiddlefrontal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,rostralmiddlefrontal-rh,superiorfrontal-rh,superiorparietal-rh,superiortemporal-lh,supramarginal-lh
caudalmiddlefrontal-rh,0.5,0.0,0.0,0.18518518518518517,0.09259259259259259,0.037037037037037035,0.18518518518518517,0.0
parsopercularis-lh,0.0,0.967741935483871,0.0,0.0,0.0,0.03225806451612903,0.0,0.0
rostralmiddlefrontal-lh,0.0,0.0,0.6521739130434783,0.0,0.0,0.0,0.17391304347826086,0.17391304347826086
rostralmiddlefrontal-rh,0.21621621621621623,0.0,0.0,0.4864864864864865,0.10810810810810811,0.0,0.1891891891891892,0.0
superiorfrontal-rh,0.10416666666666667,0.041666666666666664,0.0,0.125,0.4583333333333333,0.0,0.16666666666666666,0.10416666666666667
superiorparietal-rh,0.0,0.0,0.0,0.0,0.0,0.8484848484848485,0.06060606060606061,0.09090909090909091
superiortemporal-lh,0.11764705882352941,0.0,0.07058823529411765,0.10588235294117647,0.12941176470588237,0.0,0.4117647058823529,0.16470588235294117
supramarginal-lh,0.0,0.0,0.08823529411764706,0.014705882352941176,0.11764705882352941,0.014705882352941176,0.17647058823529413,0.5882352941176471
