,entorhinal-rh,frontalpole-lh,frontalpole-rh,isthmuscingulate-rh,parahippocampal-rh,pericalcarine-lh,temporalpole-rh,transversetemporal-rh
entorhinal-rh,0.46798029556650245,0.07142857142857142,0.0,0.0,0.0049261083743842365,0.0024630541871921183,0.2660098522167488,0.18719211822660098
frontalpole-lh,0.14720812182741116,0.6243654822335025,0.1319796954314721,0.0,0.005076142131979695,0.0,0.09137055837563451,0.0
frontalpole-rh,0.0,0.1375,0.6625,0.0,0.10625,0.0,0.01875,0.075
isthmuscingulate-rh,0.00847457627118644,0.0,0.0,0.8305084745762712,0.08050847457627118,0.08050847457627118,0.0,0.0
parahippocampal-rh,0.0,0.0,0.06291390728476821,0.06622516556291391,0.6258278145695364,0.0,0.0728476821192053,0.17218543046357615
pericalcarine-lh,0.018072289156626505,0.0,0.0,0.09036144578313253,0.0,0.891566265060241,0.0,0.0
temporalpole-rh,0.24815724815724816,0.03931203931203931,0.012285012285012284,0.0,0.06388206388206388,0.0,0.4520884520884521,0.18427518427518427
transversetemporal-rh,0.17724867724867724,0.0,0.031746031746031744,0.0,0.14814814814814814,0.0,0.17724867724867724,0.4656084656084656
