,bankssts-lh,frontalpole-rh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,paracentral-lh,parahippocampal-lh,temporalpole-rh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6363636363636364,0.0,0.0,0.0,0.19834710743801653,0.0,0.1652892561983471
inferiortemporal-lh,0.0,0.0,0.84,0.0,0.0,0.0,0.16,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.5933333333333334,0.14,0.0,0.0,0.26666666666666666
lingual-lh,0.006172839506172839,0.0,0.0,0.1419753086419753,0.41975308641975306,0.0,0.2777777777777778,0.15432098765432098
paracentral-lh,0.0,0.21621621621621623,0.0,0.0,0.0,0.7837837837837838,0.0,0.0
parahippocampal-lh,0.008771929824561403,0.0,0.07017543859649122,0.0,0.41228070175438597,0.0,0.5087719298245614,0.0
temporalpole-rh,0.0,0.11695906432748537,0.0,0.24561403508771928,0.13450292397660818,0.0,0.0,0.5029239766081871
