,frontalpole-lh,frontalpole-rh,inferiortemporal-lh,medialorbitofrontal-rh,middletemporal-lh,parahippocampal-lh,temporalpole-rh,transversetemporal-lh
frontalpole-lh,0.8,0.0,0.05,0.15,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.5,0.17857142857142858,0.0,0.21428571428571427,0.0,0.0,0.10714285714285714
inferiortemporal-lh,0.0,0.22580645161290322,0.45161290322580644,0.0,0.06451612903225806,0.0,0.0,0.25806451612903225
medialorbitofrontal-rh,0.2692307692307692,0.0,0.0,0.5384615384615384,0.0,0.19230769230769232,0.0,0.0
middletemporal-lh,0.0,0.08695652173913043,0.0,0.0,0.6956521739130435,0.13043478260869565,0.0,0.08695652173913043
parahippocampal-lh,0.09523809523809523,0.0,0.0,0.2857142857142857,0.0,0.6190476190476191,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
transversetemporal-lh,0.0,0.10344827586206896,0.1724137931034483,0.0,0.20689655172413793,0.0,0.0,0.5172413793103449
