,CP1,P7,F8,C1,CP3,P1,PO4,PO8
CP1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P7,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C1,0.0,0.0,0.0,0.47058823529411764,0.0,0.0,0.25,0.27941176470588236
CP3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
P1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO4,0.0,0.0,0.0,0.38636363636363635,0.0,0.0,0.36363636363636365,0.25
PO8,0.0,0.0,0.0,0.41304347826086957,0.0,0.0,0.1956521739130435,0.391304347826087
