,Fp1,F3,F7,Fp2,AF3,AFz,AF8,AF4
Fp1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F3,0.0,0.49658703071672355,0.0,0.0,0.39078498293515357,0.11262798634812286,0.0,0.0
F7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Fp2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF3,0.0,0.3455098934550989,0.0,0.0,0.4505327245053272,0.2039573820395738,0.0,0.0
AFz,0.0,0.19393939393939394,0.0,0.0,0.403030303030303,0.403030303030303,0.0,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
