,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,medialorbitofrontal-lh,paracentral-lh,paracentral-rh,posteriorcingulate-rh
frontalpole-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.6263736263736264,0.0,0.0,0.2893772893772894,0.0,0.08424908424908426,0.0
insula-lh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
insula-rh,0.0,0.0,0.0,0.6331360946745562,0.10355029585798817,0.0,0.26331360946745563,0.0
medialorbitofrontal-lh,0.0,0.18295739348370926,0.0,0.09774436090225563,0.46867167919799496,0.0,0.2506265664160401,0.0
paracentral-lh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
paracentral-rh,0.0,0.05343511450381679,0.0,0.24681933842239187,0.24936386768447838,0.0,0.45038167938931295,0.0
posteriorcingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
