,frontalpole-lh,frontalpole-rh,insula-lh,insula-rh,isthmuscingulate-rh,posteriorcingulate-lh,posteriorcingulate-rh,temporalpole-rh
frontalpole-lh,0.8865546218487395,0.0,0.0,0.0,0.1134453781512605,0.0,0.0,0.0
frontalpole-rh,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
insula-lh,0.0,0.0,0.7064516129032258,0.12580645161290321,0.0,0.1032258064516129,0.06451612903225806,0.0
insula-rh,0.0,0.0,0.14566929133858267,0.468503937007874,0.0,0.15354330708661418,0.23228346456692914,0.0
isthmuscingulate-rh,0.11739130434782609,0.0,0.0,0.0,0.8826086956521739,0.0,0.0,0.0
posteriorcingulate-lh,0.0,0.0,0.0771513353115727,0.11572700296735905,0.0,0.5578635014836796,0.24925816023738873,0.0
posteriorcingulate-rh,0.0,0.0,0.04177545691906005,0.14882506527415143,0.0,0.2193211488250653,0.5900783289817232,0.0
temporalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
