,caudalanteriorcingulate-lh,caudalanteriorcingulate-rh,frontalpole-lh,isthmuscingulate-rh,medialorbitofrontal-lh,paracentral-rh,rostralanteriorcingulate-lh,temporalpole-rh
caudalanteriorcingulate-lh,0.3055555555555556,0.3055555555555556,0.0,0.0,0.1284722222222222,0.0,0.1388888888888889,0.12152777777777778
caudalanteriorcingulate-rh,0.2982456140350877,0.3157894736842105,0.0,0.0,0.11929824561403508,0.0,0.1543859649122807,0.11228070175438597
frontalpole-lh,0.0,0.0,0.8282828282828283,0.1717171717171717,0.0,0.0,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.20212765957446807,0.7978723404255319,0.0,0.0,0.0,0.0
medialorbitofrontal-lh,0.1889400921658986,0.17511520737327188,0.0,0.0,0.37327188940092165,0.0,0.013824884792626729,0.2488479262672811
paracentral-rh,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
rostralanteriorcingulate-lh,0.2465753424657534,0.2808219178082192,0.0,0.0,0.00684931506849315,0.0,0.4657534246575342,0.0
temporalpole-rh,0.20634920634920634,0.19047619047619047,0.0,0.0,0.2857142857142857,0.0,0.0,0.31746031746031744
