,entorhinal-lh,frontalpole-lh,frontalpole-rh,medialorbitofrontal-rh,pericalcarine-rh,rostralanteriorcingulate-lh,rostralanteriorcingulate-rh,temporalpole-rh
entorhinal-lh,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-lh,0.5555555555555556,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.0
frontalpole-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
medialorbitofrontal-rh,0.0,0.0,0.0,0.45714285714285713,0.0,0.0,0.22857142857142856,0.3142857142857143
pericalcarine-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
rostralanteriorcingulate-rh,0.0,0.0,0.0,0.37037037037037035,0.0,0.0,0.5185185185185185,0.1111111111111111
temporalpole-rh,0.0,0.0,0.0,0.375,0.0,0.0,0.041666666666666664,0.5833333333333334
