,bankssts-lh,entorhinal-lh,fusiform-lh,inferiortemporal-lh,isthmuscingulate-rh,lingual-lh,middletemporal-lh,parahippocampal-lh
bankssts-lh,0.5436893203883495,0.0,0.0,0.0,0.019417475728155338,0.0,0.4368932038834951,0.0
entorhinal-lh,0.004830917874396135,0.17391304347826086,0.16666666666666666,0.1642512077294686,0.16666666666666666,0.1642512077294686,0.0,0.15942028985507245
fusiform-lh,0.004866180048661801,0.17518248175182483,0.1678832116788321,0.1654501216545012,0.16058394160583941,0.1654501216545012,0.0,0.16058394160583941
inferiortemporal-lh,0.004962779156327543,0.17369727047146402,0.1687344913151365,0.1662531017369727,0.1588089330024814,0.1662531017369727,0.0,0.16129032258064516
isthmuscingulate-rh,0.01098901098901099,0.16758241758241757,0.15934065934065933,0.1565934065934066,0.1978021978021978,0.1565934065934066,0.0,0.1510989010989011
lingual-lh,0.002364066193853428,0.1773049645390071,0.1702127659574468,0.16548463356973994,0.1536643026004728,0.16784869976359337,0.0,0.16312056737588654
middletemporal-lh,0.40625,0.0,0.0,0.0,0.0,0.0,0.59375,0.0
parahippocampal-lh,0.0023584905660377358,0.17452830188679244,0.1721698113207547,0.16745283018867924,0.14858490566037735,0.16981132075471697,0.0,0.1650943396226415
