,bankssts-lh,entorhinal-lh,fusiform-lh,inferiortemporal-lh,insula-lh,isthmuscingulate-rh,lingual-lh,parahippocampal-lh
bankssts-lh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
entorhinal-lh,0.0,0.14705882352941177,0.14313725490196078,0.1392156862745098,0.14313725490196078,0.1450980392156863,0.1411764705882353,0.1411764705882353
fusiform-lh,0.0,0.14722753346080306,0.14340344168260039,0.13957934990439771,0.14149139579349904,0.14531548757170173,0.14149139579349904,0.14149139579349904
inferiortemporal-lh,0.0,0.14744801512287334,0.14366729678638943,0.13988657844990549,0.13988657844990549,0.14555765595463138,0.14177693761814744,0.14177693761814744
insula-lh,0.0,0.14705882352941177,0.14313725490196078,0.1392156862745098,0.14313725490196078,0.1450980392156863,0.1411764705882353,0.1411764705882353
isthmuscingulate-rh,0.0,0.14705882352941177,0.14313725490196078,0.1392156862745098,0.14313725490196078,0.1450980392156863,0.1411764705882353,0.1411764705882353
lingual-lh,0.0,0.14722753346080306,0.14340344168260039,0.13957934990439771,0.14149139579349904,0.14531548757170173,0.14149139579349904,0.14149139579349904
parahippocampal-lh,0.0,0.14722753346080306,0.14340344168260039,0.13957934990439771,0.14149139579349904,0.14531548757170173,0.14149139579349904,0.14149139579349904
