,bankssts-rh,cuneus-rh,fusiform-rh,inferiorparietal-rh,isthmuscingulate-rh,lateraloccipital-rh,lingual-rh,parahippocampal-rh
bankssts-rh,0.23550724637681159,0.07608695652173914,0.09782608695652174,0.14855072463768115,0.12681159420289856,0.13949275362318841,0.09239130434782608,0.08333333333333333
cuneus-rh,0.07507507507507508,0.1996996996996997,0.0990990990990991,0.1066066066066066,0.16516516516516516,0.11411411411411411,0.13213213213213212,0.10810810810810811
fusiform-rh,0.10016155088852989,0.09046849757673667,0.14378029079159935,0.13570274636510501,0.13731825525040386,0.13731825525040386,0.12439418416801293,0.1308562197092084
inferiorparietal-rh,0.11278195488721804,0.08646616541353383,0.10902255639097744,0.18796992481203006,0.10902255639097744,0.17543859649122806,0.11779448621553884,0.10150375939849623
isthmuscingulate-rh,0.10025380710659898,0.13071065989847716,0.11421319796954314,0.11548223350253807,0.1713197969543147,0.11802030456852793,0.1319796954314721,0.11802030456852793
lateraloccipital-rh,0.1127633209417596,0.09293680297397769,0.10656753407682776,0.17472118959107807,0.11152416356877323,0.1771995043370508,0.12267657992565056,0.10161090458488228
lingual-rh,0.08387942332896461,0.1127129750982962,0.11140235910878113,0.1363040629095675,0.13892529488859764,0.14285714285714285,0.15858453473132372,0.11533420707732635
parahippocampal-rh,0.07840236686390532,0.10798816568047337,0.1227810650887574,0.1242603550295858,0.14053254437869822,0.1257396449704142,0.1257396449704142,0.17455621301775148
