,caudalmiddlefrontal-rh,frontalpole-lh,lateraloccipital-lh,lingual-lh,medialorbitofrontal-lh,parsorbitalis-lh,pericalcarine-lh,transversetemporal-rh
caudalmiddlefrontal-rh,0.7741935483870968,0.0,0.12903225806451613,0.0967741935483871,0.0,0.0,0.0,0.0
frontalpole-lh,0.0,0.5317460317460317,0.0,0.09523809523809523,0.2857142857142857,0.0,0.0873015873015873,0.0
lateraloccipital-lh,0.12631578947368421,0.0,0.5263157894736842,0.3473684210526316,0.0,0.0,0.0,0.0
lingual-lh,0.0763888888888889,0.08333333333333333,0.2708333333333333,0.4722222222222222,0.08333333333333333,0.0,0.013888888888888888,0.0
medialorbitofrontal-lh,0.0,0.3333333333333333,0.0,0.10526315789473684,0.4649122807017544,0.017543859649122806,0.07894736842105263,0.0
parsorbitalis-lh,0.0,0.0,0.0,0.0,0.10204081632653061,0.8979591836734694,0.0,0.0
pericalcarine-lh,0.0,0.13924050632911392,0.0,0.0,0.08860759493670886,0.0,0.7721518987341772,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
