,frontalpole-rh,inferiorparietal-lh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-lh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.4307692307692308,0.18461538461538463,0.0,0.2,0.0,0.06153846153846154,0.12307692307692308,0.0
inferiorparietal-lh,0.20833333333333334,0.375,0.0,0.16666666666666666,0.0,0.25,0.0,0.0
isthmuscingulate-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.3488372093023256,0.23255813953488372,0.0,0.37209302325581395,0.0,0.046511627906976744,0.0,0.0
lateraloccipital-rh,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
pericalcarine-lh,0.07692307692307693,0.38461538461538464,0.0,0.0,0.0,0.5384615384615384,0.0,0.0
temporalpole-rh,0.25,0.0,0.0,0.0,0.0,0.0,0.75,0.0
transversetemporal-rh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
