,frontalpole-rh,inferiorparietal-lh,isthmuscingulate-rh,lateraloccipital-lh,lateraloccipital-rh,pericalcarine-lh,temporalpole-rh,transversetemporal-rh
frontalpole-rh,0.6339285714285714,0.11607142857142858,0.0,0.14285714285714285,0.0,0.03571428571428571,0.07142857142857142,0.0
inferiorparietal-lh,0.08387096774193549,0.45161290322580644,0.0,0.3032258064516129,0.0,0.16129032258064516,0.0,0.0
isthmuscingulate-rh,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
lateraloccipital-lh,0.136986301369863,0.3356164383561644,0.0,0.4520547945205479,0.0,0.07534246575342465,0.0,0.0
lateraloccipital-rh,0.012345679012345678,0.0,0.024691358024691357,0.0,0.9382716049382716,0.0,0.0,0.024691358024691357
pericalcarine-lh,0.02127659574468085,0.26595744680851063,0.0,0.11702127659574468,0.0,0.5957446808510638,0.0,0.0
temporalpole-rh,0.0759493670886076,0.0,0.0,0.0,0.0,0.0,0.8860759493670886,0.0379746835443038
transversetemporal-rh,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.9285714285714286
