,bankssts-lh,frontalpole-lh,frontalpole-rh,inferiorparietal-lh,lateraloccipital-lh,lateraloccipital-rh,medialorbitofrontal-lh,pericalcarine-lh
bankssts-lh,0.7052631578947368,0.1368421052631579,0.0,0.07368421052631578,0.03684210526315789,0.0,0.031578947368421054,0.015789473684210527
frontalpole-lh,0.112,0.544,0.052,0.044,0.048,0.0,0.132,0.068
frontalpole-rh,0.0,0.08629441624365482,0.4365482233502538,0.07106598984771574,0.07614213197969544,0.0,0.26903553299492383,0.06091370558375635
inferiorparietal-lh,0.04261363636363636,0.03409090909090909,0.028409090909090908,0.4318181818181818,0.3039772727272727,0.0,0.019886363636363636,0.13920454545454544
lateraloccipital-lh,0.025714285714285714,0.04,0.03142857142857143,0.27714285714285714,0.3657142857142857,0.017142857142857144,0.05714285714285714,0.18571428571428572
lateraloccipital-rh,0.0,0.009216589861751152,0.0,0.0,0.018433179723502304,0.880184331797235,0.02304147465437788,0.06912442396313365
medialorbitofrontal-lh,0.014652014652014652,0.12087912087912088,0.21611721611721613,0.01098901098901099,0.05860805860805861,0.02564102564102564,0.47619047619047616,0.07692307692307693
pericalcarine-lh,0.022900763358778626,0.08015267175572519,0.030534351145038167,0.16030534351145037,0.22900763358778625,0.0648854961832061,0.07633587786259542,0.33587786259541985
