,caudalmiddlefrontal-lh,inferiorparietal-rh,parsopercularis-lh,rostralmiddlefrontal-lh,superiortemporal-lh,superiortemporal-rh,supramarginal-lh,supramarginal-rh
caudalmiddlefrontal-lh,0.3448275862068966,0.0,0.10344827586206896,0.10344827586206896,0.10344827586206896,0.2413793103448276,0.0,0.10344827586206896
inferiorparietal-rh,0.0,0.6779661016949152,0.0,0.0,0.0,0.0,0.0,0.3220338983050847
parsopercularis-lh,0.15384615384615385,0.0,0.20512820512820512,0.1794871794871795,0.23076923076923078,0.0,0.0,0.23076923076923078
rostralmiddlefrontal-lh,0.08571428571428572,0.0,0.11428571428571428,0.32857142857142857,0.35714285714285715,0.0,0.0,0.11428571428571428
superiortemporal-lh,0.06060606060606061,0.0,0.09090909090909091,0.25252525252525254,0.43434343434343436,0.0,0.0,0.16161616161616163
superiortemporal-rh,0.23529411764705882,0.0,0.0,0.0,0.0,0.7254901960784313,0.0392156862745098,0.0
supramarginal-lh,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.8823529411764706,0.0
supramarginal-rh,0.05660377358490566,0.18867924528301888,0.08490566037735849,0.07547169811320754,0.1509433962264151,0.0,0.0,0.44339622641509435
