,FC5,TP9,O1,FT10,F8,AF7,TP7,POz
FC5,0.5068027210884354,0.0,0.0,0.0,0.0,0.0,0.0,0.4931972789115646
TP9,0.0,0.529320987654321,0.0,0.0,0.0,0.0,0.470679012345679,0.0
O1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
FT10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AF7,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
TP7,0.0,0.5016447368421053,0.0,0.0,0.0,0.0,0.49835526315789475,0.0
POz,0.281496062992126,0.0,0.0,0.0,0.0,0.0,0.0,0.718503937007874
