,F7,FC5,FC1,TP10,F8,TP7,P5,PO7
F7,0.5997267759562842,0.0,0.0,0.0,0.0,0.40027322404371585,0.0,0.0
FC5,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
FC1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP7,0.41109530583214793,0.0,0.0,0.0,0.0,0.5889046941678521,0.0,0.0
P5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PO7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
