,F7,FT9,TP9,F8,TP7,C2,F6,AF8
F7,0.5314009661835749,0.0,0.0,0.0,0.0,0.0,0.46859903381642515,0.0
FT9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TP9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
TP7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
C2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
F6,0.45893719806763283,0.0,0.0,0.0,0.0,0.0,0.5410628019323671,0.0
AF8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
