,frontalpole-lh,fusiform-rh,inferiortemporal-rh,medialorbitofrontal-lh,middletemporal-rh,parahippocampal-lh,parahippocampal-rh,transversetemporal-lh
frontalpole-lh,0.8,0.0,0.0,0.2,0.0,0.0,0.0,0.0
fusiform-rh,0.0,0.42016806722689076,0.29411764705882354,0.0,0.15126050420168066,0.0,0.13445378151260504,0.0
inferiortemporal-rh,0.0,0.3368421052631579,0.3684210526315789,0.0,0.18947368421052632,0.0,0.10526315789473684,0.0
medialorbitofrontal-lh,0.05555555555555555,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.05555555555555555
middletemporal-rh,0.0,0.21666666666666667,0.2,0.0,0.375,0.0,0.20833333333333334,0.0
parahippocampal-lh,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333
parahippocampal-rh,0.0,0.22321428571428573,0.16071428571428573,0.0,0.24107142857142858,0.0,0.375,0.0
transversetemporal-lh,0.021505376344086023,0.0,0.0,0.0,0.0,0.21505376344086022,0.0,0.7634408602150538
