,bankssts-rh,middletemporal-rh,parahippocampal-rh,parsopercularis-rh,parstriangularis-rh,rostralanteriorcingulate-lh,temporalpole-rh,transversetemporal-rh
bankssts-rh,0.5918367346938775,0.3673469387755102,0.04081632653061224,0.0,0.0,0.0,0.0,0.0
middletemporal-rh,0.26666666666666666,0.6,0.022222222222222223,0.0,0.0,0.0,0.0,0.1111111111111111
parahippocampal-rh,0.1016949152542373,0.0,0.6101694915254238,0.0,0.0,0.0,0.0,0.288135593220339
parsopercularis-rh,0.0,0.0,0.0,0.6351351351351351,0.05405405405405406,0.14864864864864866,0.16216216216216217,0.0
parstriangularis-rh,0.0,0.0,0.0,0.0,0.6296296296296297,0.2777777777777778,0.09259259259259259,0.0
rostralanteriorcingulate-lh,0.0,0.0,0.0,0.14754098360655737,0.14754098360655737,0.7049180327868853,0.0,0.0
temporalpole-rh,0.0,0.0,0.0,0.12903225806451613,0.14516129032258066,0.0,0.7258064516129032,0.0
transversetemporal-rh,0.0,0.018867924528301886,0.4339622641509434,0.0,0.0,0.0,0.0,0.5471698113207547
